timestamp,war_number,winner,conquest_start_time,war_time,minutes_since_war_start,total_maps,total_enlistments,total_colonial_casualties,total_warden_casualties
2025-06-30T20:42:21.740277+00:00,126,NONE,1750267807839,12d 3h 12m,17472,43,222231,932817,908087
2025-06-30T20:57:40.140854+00:00,126,NONE,1750267807839,12d 3h 27m,17487,43,222398,933764,909222
2025-06-30T21:12:58.280579+00:00,126,NONE,1750267807839,12d 3h 42m,17502,43,222557,934868,910187
2025-06-30T21:28:15.704300+00:00,126,NONE,1750267807839,12d 3h 58m,17518,43,222766,935931,911239
2025-06-30T21:43:33.609992+00:00,126,NONE,1750267807839,12d 4h 13m,17533,43,222918,936970,912192
2025-06-30T21:58:51.755547+00:00,126,NONE,1750267807839,12d 4h 28m,17548,43,223119,937941,913082
2025-06-30T22:14:09.545858+00:00,126,NONE,1750267807839,12d 4h 44m,17564,43,223234,938815,913872
2025-06-30T22:29:26.504759+00:00,126,NONE,1750267807839,12d 4h 59m,17579,43,223337,939629,914726
2025-06-30T22:44:43.691605+00:00,126,NONE,1750267807839,12d 5h 14m,17594,43,223485,940366,915467
2025-06-30T23:00:05.645031+00:00,126,NONE,1750267807839,12d 5h 29m,17609,43,223616,941182,916196
2025-06-30T23:15:22.793694+00:00,126,NONE,1750267807839,12d 5h 45m,17625,43,223705,941814,916774
2025-06-30T23:30:41.641431+00:00,126,NONE,1750267807839,12d 6h 0m,17640,43,223851,942751,917557
2025-06-30T23:45:58.790597+00:00,126,NONE,1750267807839,12d 6h 15m,17655,43,223938,943470,918199
2025-07-01T00:01:18.110852+00:00,126,NONE,1750267807839,12d 6h 31m,17671,43,224051,944185,918878
2025-07-01T00:16:41.990713+00:00,126,NONE,1750267807839,12d 6h 46m,17686,43,224182,944824,919354
2025-07-01T00:32:00.866151+00:00,126,NONE,1750267807839,12d 7h 1m,17701,43,224287,945575,920115
2025-07-01T00:47:22.537213+00:00,126,NONE,1750267807839,12d 7h 17m,17717,43,224397,946223,920808
2025-07-01T01:02:40.600249+00:00,126,NONE,1750267807839,12d 7h 32m,17732,43,224493,946911,921614
2025-07-01T01:17:58.674938+00:00,126,NONE,1750267807839,12d 7h 47m,17747,43,224617,947675,922362
2025-07-01T01:33:18.820180+00:00,126,NONE,1750267807839,12d 8h 3m,17763,43,224722,948304,922968
2025-07-01T01:48:40.411474+00:00,126,NONE,1750267807839,12d 8h 18m,17778,43,224842,949114,923656
2025-07-01T02:03:58.601541+00:00,126,NONE,1750267807839,12d 8h 33m,17793,43,224939,949747,924234
2025-07-01T02:19:16.056971+00:00,126,NONE,1750267807839,12d 8h 49m,17809,43,225036,950546,925016
2025-07-01T02:34:33.554911+00:00,126,NONE,1750267807839,12d 9h 4m,17824,43,225149,951204,925642
2025-07-01T02:49:52.386251+00:00,126,NONE,1750267807839,12d 9h 19m,17839,43,225250,951938,926337
2025-07-01T03:05:09.572170+00:00,126,NONE,1750267807839,12d 9h 35m,17855,43,225327,952522,926900
2025-07-01T03:20:26.910903+00:00,126,NONE,1750267807839,12d 9h 50m,17870,43,225438,953083,927582
2025-07-01T03:35:43.732340+00:00,126,NONE,1750267807839,12d 10h 5m,17885,43,225518,953685,928172
2025-07-01T03:51:01.614937+00:00,126,NONE,1750267807839,12d 10h 20m,17900,43,225622,954312,928848
2025-07-01T04:06:20.984949+00:00,126,NONE,1750267807839,12d 10h 36m,17916,43,225693,954840,929397
2025-07-01T04:21:40.664175+00:00,126,NONE,1750267807839,12d 10h 51m,17931,43,225764,955377,929886
2025-07-01T04:37:01.382276+00:00,126,NONE,1750267807839,12d 11h 6m,17946,43,225851,955828,930302
2025-07-01T04:52:23.981917+00:00,126,NONE,1750267807839,12d 11h 22m,17962,43,225935,956396,930786
2025-07-01T05:08:24.633137+00:00,126,NONE,1750267807839,12d 11h 38m,17978,43,225992,956777,931204
2025-07-01T05:23:47.274961+00:00,126,NONE,1750267807839,12d 11h 53m,17993,43,226078,957247,931653
2025-07-01T05:39:14.664548+00:00,126,NONE,1750267807839,12d 12h 9m,18009,43,226147,957919,932220
2025-07-01T05:54:32.151576+00:00,126,NONE,1750267807839,12d 12h 24m,18024,43,226208,958498,932680
2025-07-01T06:10:26.142162+00:00,126,NONE,1750267807839,12d 12h 40m,18040,43,226279,959059,933189
2025-07-01T06:25:46.688846+00:00,126,NONE,1750267807839,12d 12h 55m,18055,43,226342,959451,933507
2025-07-01T06:41:07.736861+00:00,126,NONE,1750267807839,12d 13h 11m,18071,43,226409,959937,933930
2025-07-01T06:56:24.766611+00:00,126,NONE,1750267807839,12d 13h 26m,18086,43,226457,960287,934229
2025-07-01T07:11:42.000959+00:00,126,NONE,1750267807839,12d 13h 41m,18101,43,226515,960705,934586
2025-07-01T07:27:00.225066+00:00,126,NONE,1750267807839,12d 13h 56m,18116,43,226570,961022,934854
2025-07-01T07:42:19.776436+00:00,126,NONE,1750267807839,12d 14h 12m,18132,43,226636,961376,935150
2025-07-01T07:57:36.768893+00:00,126,NONE,1750267807839,12d 14h 27m,18147,43,226695,961758,935460
2025-07-01T08:12:57.543386+00:00,126,NONE,1750267807839,12d 14h 42m,18162,43,226757,962136,935758
2025-07-01T08:28:16.471806+00:00,126,NONE,1750267807839,12d 14h 58m,18178,43,226829,962509,936070
2025-07-01T08:43:33.712979+00:00,126,NONE,1750267807839,12d 15h 13m,18193,43,226891,962949,936408
2025-07-01T08:58:53.105604+00:00,126,NONE,1750267807839,12d 15h 28m,18208,43,226978,963369,936752
2025-07-01T09:14:10.897695+00:00,126,NONE,1750267807839,12d 15h 44m,18224,43,227045,963802,937079
2025-07-01T09:29:27.971798+00:00,126,NONE,1750267807839,12d 15h 59m,18239,43,227140,964277,937452
2025-07-01T09:44:45.672819+00:00,126,NONE,1750267807839,12d 16h 14m,18254,43,227254,964753,937929
2025-07-01T10:00:03.727759+00:00,126,NONE,1750267807839,12d 16h 29m,18269,43,227350,965231,938309
2025-07-01T10:15:20.902926+00:00,126,NONE,1750267807839,12d 16h 45m,18285,43,227435,965728,938734
2025-07-01T10:30:38.136427+00:00,126,NONE,1750267807839,12d 17h 0m,18300,43,227518,966231,939155
2025-07-01T10:46:01.144824+00:00,126,NONE,1750267807839,12d 17h 15m,18315,43,227584,966732,939648
2025-07-01T11:01:19.868527+00:00,126,NONE,1750267807839,12d 17h 31m,18331,43,227659,967339,940116
2025-07-01T11:16:37.767728+00:00,126,NONE,1750267807839,12d 17h 46m,18346,43,227757,967887,940502
2025-07-01T11:32:00.640289+00:00,126,NONE,1750267807839,12d 18h 1m,18361,43,227861,968583,941045
2025-07-01T11:47:19.031869+00:00,126,NONE,1750267807839,12d 18h 17m,18377,43,227954,969171,941511
2025-07-01T12:02:36.456492+00:00,126,NONE,1750267807839,12d 18h 32m,18392,43,228067,969856,942011
2025-07-01T12:17:54.918849+00:00,126,NONE,1750267807839,12d 18h 47m,18407,43,228166,970373,942440
2025-07-01T12:33:12.778882+00:00,126,NONE,1750267807839,12d 19h 3m,18423,43,228272,970872,943004
2025-07-01T12:48:29.739549+00:00,126,NONE,1750267807839,12d 19h 18m,18438,43,228398,971403,943596
2025-07-01T13:03:47.426337+00:00,126,NONE,1750267807839,12d 19h 33m,18453,43,228498,971954,944159
2025-07-01T13:19:04.637842+00:00,126,NONE,1750267807839,12d 19h 48m,18468,43,228619,972644,944779
2025-07-01T13:34:21.730061+00:00,126,NONE,1750267807839,12d 20h 4m,18484,43,228752,973248,945362
2025-07-01T13:49:39.335962+00:00,126,NONE,1750267807839,12d 20h 19m,18499,43,228852,974099,946187
2025-07-01T14:04:56.975570+00:00,126,NONE,1750267807839,12d 20h 34m,18514,43,228954,974696,946737
2025-07-01T14:20:19.998315+00:00,126,NONE,1750267807839,12d 20h 50m,18530,43,229108,975550,947533
2025-07-01T14:35:39.393006+00:00,126,NONE,1750267807839,12d 21h 5m,18545,43,229235,976192,948183
2025-07-01T14:50:57.418843+00:00,126,NONE,1750267807839,12d 21h 20m,18560,43,229381,976908,948849
2025-07-01T15:06:15.012190+00:00,126,NONE,1750267807839,12d 21h 36m,18576,43,229524,977741,949513
2025-07-01T15:21:32.307794+00:00,126,NONE,1750267807839,12d 21h 51m,18591,43,229743,978640,950220
2025-07-01T15:36:50.540401+00:00,126,NONE,1750267807839,12d 22h 6m,18606,43,229899,979232,950828
2025-07-01T15:52:08.528667+00:00,126,NONE,1750267807839,12d 22h 22m,18622,43,230080,980219,951676
2025-07-01T16:07:27.845491+00:00,126,NONE,1750267807839,12d 22h 37m,18637,43,230268,980741,952445
2025-07-01T16:22:46.488882+00:00,126,NONE,1750267807839,12d 22h 52m,18652,43,230502,981680,953323
2025-07-01T16:38:04.592948+00:00,126,NONE,1750267807839,12d 23h 7m,18667,43,230702,982304,953815
2025-07-01T16:53:23.120886+00:00,126,NONE,1750267807839,12d 23h 23m,18683,43,230933,983144,954764
2025-07-01T17:08:41.468930+00:00,126,NONE,1750267807839,12d 23h 38m,18698,43,231169,984109,955631
2025-07-01T17:24:00.831716+00:00,126,NONE,1750267807839,12d 23h 53m,18713,43,231376,984947,956339
2025-07-01T17:39:18.713480+00:00,126,NONE,1750267807839,13d 0h 9m,18729,43,231601,985712,956964
2025-07-01T17:54:36.988234+00:00,126,NONE,1750267807839,13d 0h 24m,18744,43,231813,986647,957737
2025-07-01T18:09:56.499452+00:00,126,NONE,1750267807839,13d 0h 39m,18759,43,231998,987713,958563
2025-07-01T18:25:17.535651+00:00,126,NONE,1750267807839,13d 0h 55m,18775,43,232206,988549,959372
2025-07-01T18:40:36.643130+00:00,126,NONE,1750267807839,13d 1h 10m,18790,43,232402,989688,960463
2025-07-01T18:55:54.846535+00:00,126,NONE,1750267807839,13d 1h 25m,18805,43,232599,990849,961390
2025-07-01T19:11:23.255261+00:00,126,NONE,1750267807839,13d 1h 41m,18821,43,232797,991927,962340
2025-07-01T19:26:43.195053+00:00,126,NONE,1750267807839,13d 1h 56m,18836,43,232960,993019,963163
2025-07-01T19:42:03.039924+00:00,126,NONE,1750267807839,13d 2h 11m,18851,43,233173,994314,964366
2025-07-01T19:57:27.184465+00:00,126,NONE,1750267807839,13d 2h 27m,18867,43,233377,995197,965134
2025-07-01T20:12:45.864851+00:00,126,NONE,1750267807839,13d 2h 42m,18882,43,233575,996741,966427
2025-07-01T20:28:05.063981+00:00,126,NONE,1750267807839,13d 2h 57m,18897,43,233782,997877,967394
2025-07-01T20:43:23.506365+00:00,126,NONE,1750267807839,13d 3h 13m,18913,43,234008,999323,968811
2025-07-01T20:58:41.420237+00:00,126,NONE,1750267807839,13d 3h 28m,18928,43,234232,1000311,969665
2025-07-01T21:14:01.386769+00:00,126,NONE,1750267807839,13d 3h 43m,18943,43,234470,1001521,970812
2025-07-01T21:29:24.537616+00:00,126,NONE,1750267807839,13d 3h 59m,18959,43,234688,1002411,971721
2025-07-01T21:44:49.127855+00:00,126,NONE,1750267807839,13d 4h 14m,18974,43,234881,1003459,972754
2025-07-01T22:00:07.189350+00:00,126,NONE,1750267807839,13d 4h 29m,18989,43,235066,1004473,973677
2025-07-01T22:15:25.002737+00:00,126,NONE,1750267807839,13d 4h 45m,19005,43,235207,1005353,974403
2025-07-01T22:30:42.361189+00:00,126,NONE,1750267807839,13d 5h 0m,19020,43,235347,1006316,975261
2025-07-01T22:46:00.617928+00:00,126,NONE,1750267807839,13d 5h 15m,19035,43,235437,1007091,975907
2025-07-01T23:01:18.194810+00:00,126,NONE,1750267807839,13d 5h 31m,19051,43,235575,1008023,976686
2025-07-01T23:16:35.997712+00:00,126,NONE,1750267807839,13d 5h 46m,19066,43,235680,1008783,977241
2025-07-01T23:31:56.167016+00:00,126,NONE,1750267807839,13d 6h 1m,19081,43,235810,1009556,977890
2025-07-01T23:47:14.066725+00:00,126,NONE,1750267807839,13d 6h 17m,19097,43,235944,1010156,978504
2025-07-02T00:02:33.489891+00:00,126,NONE,1750267807839,13d 6h 32m,19112,43,236108,1011043,979273
2025-07-02T00:17:52.497446+00:00,126,NONE,1750267807839,13d 6h 47m,19127,43,236207,1011652,979851
2025-07-02T00:33:23.530594+00:00,126,NONE,1750267807839,13d 7h 3m,19143,43,236323,1012606,980620
2025-07-02T00:48:40.994771+00:00,126,NONE,1750267807839,13d 7h 18m,19158,43,236415,1013177,981115
2025-07-02T01:04:02.409667+00:00,126,NONE,1750267807839,13d 7h 33m,19173,43,236558,1014116,981899
2025-07-02T01:19:24.641063+00:00,126,NONE,1750267807839,13d 7h 49m,19189,43,236649,1014675,982440
2025-07-02T01:34:59.077606+00:00,126,NONE,1750267807839,13d 8h 4m,19204,43,236767,1015663,983224
2025-07-02T01:50:21.173896+00:00,126,NONE,1750267807839,13d 8h 20m,19220,43,236874,1016517,984041
2025-07-02T02:05:40.386686+00:00,126,NONE,1750267807839,13d 8h 35m,19235,43,236956,1017245,984620
2025-07-02T02:21:00.738255+00:00,126,NONE,1750267807839,13d 8h 50m,19250,43,237074,1017933,985305
2025-07-02T02:36:23.587022+00:00,126,NONE,1750267807839,13d 9h 6m,19266,43,237193,1018461,985804
2025-07-02T02:51:44.239573+00:00,126,NONE,1750267807839,13d 9h 21m,19281,43,237310,1019174,986367
2025-07-02T03:07:04.936374+00:00,126,NONE,1750267807839,13d 9h 36m,19296,43,237395,1019868,986844
2025-07-02T03:22:23.032197+00:00,126,NONE,1750267807839,13d 9h 52m,19312,43,237472,1020512,987431
2025-07-02T03:37:41.106947+00:00,126,NONE,1750267807839,13d 10h 7m,19327,43,237560,1021089,987913
2025-07-02T03:53:01.244160+00:00,126,NONE,1750267807839,13d 10h 22m,19342,43,237639,1021906,988575
2025-07-02T04:08:20.670039+00:00,126,NONE,1750267807839,13d 10h 38m,19358,43,237710,1022367,988912
2025-07-02T04:23:37.379075+00:00,126,NONE,1750267807839,13d 10h 53m,19373,43,237784,1023136,989529
2025-07-02T04:38:54.487288+00:00,126,NONE,1750267807839,13d 11h 8m,19388,43,237858,1023587,989926
2025-07-02T04:54:15.500610+00:00,126,NONE,1750267807839,13d 11h 24m,19404,43,237960,1024307,990481
2025-07-02T05:09:34.187358+00:00,126,NONE,1750267807839,13d 11h 39m,19419,43,238036,1024749,990855
2025-07-02T05:24:51.722470+00:00,126,NONE,1750267807839,13d 11h 54m,19434,43,238115,1025326,991365
2025-07-02T05:40:08.382963+00:00,126,NONE,1750267807839,13d 12h 10m,19450,43,238174,1025634,991716
2025-07-02T05:55:25.040892+00:00,126,NONE,1750267807839,13d 12h 25m,19465,43,238240,1026141,992174
2025-07-02T06:10:41.537935+00:00,126,NONE,1750267807839,13d 12h 40m,19480,43,238302,1026524,992552
2025-07-02T06:25:59.019992+00:00,126,NONE,1750267807839,13d 12h 55m,19495,43,238357,1026853,992784
2025-07-02T06:41:15.677091+00:00,126,NONE,1750267807839,13d 13h 11m,19511,43,238419,1027262,993125
2025-07-02T06:56:34.311056+00:00,126,NONE,1750267807839,13d 13h 26m,19526,43,238488,1027542,993354
2025-07-02T07:11:51.593448+00:00,126,NONE,1750267807839,13d 13h 41m,19541,43,238552,1027949,993619
2025-07-02T07:27:08.053513+00:00,126,NONE,1750267807839,13d 13h 57m,19557,43,238623,1028216,993841
2025-07-02T07:42:25.233476+00:00,126,NONE,1750267807839,13d 14h 12m,19572,43,238701,1028546,994129
2025-07-02T07:57:44.339770+00:00,126,NONE,1750267807839,13d 14h 27m,19587,43,238774,1028929,994411
2025-07-02T08:13:02.760661+00:00,126,NONE,1750267807839,13d 14h 42m,19602,43,238828,1029624,994909
2025-07-02T08:28:21.448872+00:00,126,NONE,1750267807839,13d 14h 58m,19618,43,238879,1029968,995190
2025-07-02T08:43:39.413997+00:00,126,NONE,1750267807839,13d 15h 13m,19633,43,238948,1030645,995837
2025-07-02T08:58:58.513441+00:00,126,NONE,1750267807839,13d 15h 28m,19648,43,238997,1031017,996201
2025-07-02T09:14:15.969723+00:00,126,NONE,1750267807839,13d 15h 44m,19664,43,239054,1031764,996858
2025-07-02T09:29:35.493586+00:00,126,NONE,1750267807839,13d 15h 59m,19679,43,239106,1032158,997313
2025-07-02T09:44:53.760568+00:00,126,NONE,1750267807839,13d 16h 14m,19694,43,239170,1032727,997991
2025-07-02T10:00:10.692278+00:00,126,NONE,1750267807839,13d 16h 30m,19710,43,239223,1033188,998291
2025-07-02T10:15:27.318089+00:00,126,NONE,1750267807839,13d 16h 45m,19725,43,239294,1033922,998919
2025-07-02T10:30:44.498733+00:00,126,NONE,1750267807839,13d 17h 0m,19740,43,239360,1034415,999383
2025-07-02T10:46:01.816539+00:00,126,NONE,1750267807839,13d 17h 15m,19755,43,239424,1034955,999920
2025-07-02T11:01:18.459242+00:00,126,NONE,1750267807839,13d 17h 31m,19771,43,239489,1035590,1000410
2025-07-02T11:16:35.772409+00:00,126,NONE,1750267807839,13d 17h 46m,19786,43,239584,1036112,1000817
2025-07-02T11:31:54.121002+00:00,126,NONE,1750267807839,13d 18h 1m,19801,43,239675,1036701,1001330
2025-07-02T11:47:10.688882+00:00,126,NONE,1750267807839,13d 18h 17m,19817,43,239766,1037201,1001809
2025-07-02T12:02:27.191875+00:00,126,NONE,1750267807839,13d 18h 32m,19832,43,239879,1037737,1002250
2025-07-02T12:17:44.233567+00:00,126,NONE,1750267807839,13d 18h 47m,19847,43,239984,1038311,1002671
2025-07-02T12:33:01.204395+00:00,126,NONE,1750267807839,13d 19h 2m,19862,43,240107,1038981,1003296
2025-07-02T12:48:17.957134+00:00,126,NONE,1750267807839,13d 19h 18m,19878,43,240212,1039464,1003765
2025-07-02T13:03:34.469981+00:00,126,NONE,1750267807839,13d 19h 33m,19893,43,240347,1040372,1004553
2025-07-02T13:18:52.095290+00:00,126,NONE,1750267807839,13d 19h 48m,19908,43,240467,1040923,1005020
2025-07-02T13:34:08.513584+00:00,126,NONE,1750267807839,13d 20h 4m,19924,43,240620,1041733,1005774
2025-07-02T13:49:25.398472+00:00,126,NONE,1750267807839,13d 20h 19m,19939,43,240732,1042181,1006175
2025-07-02T14:04:45.430829+00:00,126,NONE,1750267807839,13d 20h 34m,19954,43,240868,1042925,1006906
2025-07-02T14:20:02.259948+00:00,126,NONE,1750267807839,13d 20h 49m,19969,43,240978,1043318,1007414
2025-07-02T14:35:19.932116+00:00,126,NONE,1750267807839,13d 21h 5m,19985,43,241148,1044076,1008232
2025-07-02T14:50:36.946338+00:00,126,NONE,1750267807839,13d 21h 20m,20000,43,241272,1044607,1008722
2025-07-02T15:05:54.235945+00:00,126,NONE,1750267807839,13d 21h 35m,20015,43,241413,1045310,1009274
2025-07-02T15:21:11.654712+00:00,126,NONE,1750267807839,13d 21h 51m,20031,43,241573,1045846,1009684
2025-07-02T15:36:28.210894+00:00,126,NONE,1750267807839,13d 22h 6m,20046,43,241751,1046493,1010225
2025-07-02T15:51:46.512295+00:00,126,NONE,1750267807839,13d 22h 21m,20061,43,241883,1047129,1010729
2025-07-02T16:07:05.820511+00:00,126,NONE,1750267807839,13d 22h 36m,20076,43,242067,1047805,1011436
2025-07-02T16:22:24.251076+00:00,126,NONE,1750267807839,13d 22h 52m,20092,43,242230,1048411,1012032
2025-07-02T16:37:40.751278+00:00,126,NONE,1750267807839,13d 23h 7m,20107,43,242420,1049046,1012641
2025-07-02T16:52:58.412568+00:00,126,NONE,1750267807839,13d 23h 22m,20122,43,242565,1049894,1013439
2025-07-02T17:08:16.319176+00:00,126,NONE,1750267807839,13d 23h 38m,20138,43,242746,1050823,1014234
2025-07-02T17:23:33.118137+00:00,126,NONE,1750267807839,13d 23h 53m,20153,43,242910,1051913,1015388
2025-07-02T17:38:51.260006+00:00,126,NONE,1750267807839,14d 0h 8m,20168,43,243092,1052791,1016141
2025-07-02T17:54:08.628166+00:00,126,NONE,1750267807839,14d 0h 24m,20184,43,243279,1054125,1017105
2025-07-02T18:09:25.711473+00:00,126,NONE,1750267807839,14d 0h 39m,20199,43,243478,1054994,1017842
2025-07-02T18:24:42.974214+00:00,126,NONE,1750267807839,14d 0h 54m,20214,43,243710,1056049,1018881
2025-07-02T18:40:00.958705+00:00,126,NONE,1750267807839,14d 1h 9m,20229,43,243947,1056776,1019560
2025-07-02T18:55:18.310402+00:00,126,NONE,1750267807839,14d 1h 25m,20245,43,244150,1057859,1020539
2025-07-02T19:10:35.554765+00:00,126,NONE,1750267807839,14d 1h 40m,20260,43,244324,1058539,1021118
2025-07-02T19:25:53.652810+00:00,126,NONE,1750267807839,14d 1h 55m,20275,43,244543,1059561,1022138
2025-07-02T19:41:11.007583+00:00,126,NONE,1750267807839,14d 2h 11m,20291,43,244737,1060217,1022829
2025-07-02T19:56:28.427213+00:00,126,NONE,1750267807839,14d 2h 26m,20306,43,244950,1061011,1023622
2025-07-02T20:11:45.943449+00:00,126,NONE,1750267807839,14d 2h 41m,20321,43,245188,1061918,1024560
2025-07-02T20:27:04.090096+00:00,126,NONE,1750267807839,14d 2h 56m,20336,43,245409,1062708,1025410
2025-07-02T20:42:21.477049+00:00,126,NONE,1750267807839,14d 3h 12m,20352,43,245625,1063387,1026265
2025-07-02T20:57:38.582993+00:00,126,NONE,1750267807839,14d 3h 27m,20367,43,245868,1064474,1027376
2025-07-02T21:12:56.192486+00:00,126,NONE,1750267807839,14d 3h 42m,20382,43,246006,1065454,1028336
2025-07-02T21:28:12.956669+00:00,126,NONE,1750267807839,14d 3h 58m,20398,43,246152,1066662,1029359
2025-07-02T21:43:29.780076+00:00,126,NONE,1750267807839,14d 4h 13m,20413,43,246330,1067418,1030077
2025-07-02T21:58:47.104763+00:00,126,NONE,1750267807839,14d 4h 28m,20428,43,246518,1068475,1031036
2025-07-02T22:14:04.302493+00:00,126,NONE,1750267807839,14d 4h 43m,20443,43,246659,1069354,1031848
2025-07-02T22:29:20.668330+00:00,126,NONE,1750267807839,14d 4h 59m,20459,43,246835,1070202,1032714
2025-07-02T22:44:37.126695+00:00,126,NONE,1750267807839,14d 5h 14m,20474,43,246938,1071136,1033701
2025-07-02T22:59:54.329556+00:00,126,NONE,1750267807839,14d 5h 29m,20489,43,247048,1072056,1034471
2025-07-02T23:15:11.271130+00:00,126,NONE,1750267807839,14d 5h 45m,20505,43,247176,1072982,1035356
2025-07-02T23:30:27.806387+00:00,126,NONE,1750267807839,14d 6h 0m,20520,43,247297,1073725,1036193
2025-07-02T23:45:45.628256+00:00,126,NONE,1750267807839,14d 6h 15m,20535,43,247407,1074786,1037303
2025-07-03T00:01:02.578393+00:00,126,NONE,1750267807839,14d 6h 30m,20550,43,247524,1075541,1038338
2025-07-03T00:16:21.110625+00:00,126,NONE,1750267807839,14d 6h 46m,20566,43,247669,1076354,1039362
2025-07-03T00:31:39.178123+00:00,126,NONE,1750267807839,14d 7h 1m,20581,43,247815,1076958,1040114
2025-07-03T00:46:56.572792+00:00,126,NONE,1750267807839,14d 7h 16m,20596,43,247961,1077790,1040906
2025-07-03T01:02:13.799042+00:00,126,NONE,1750267807839,14d 7h 32m,20612,43,248073,1078411,1041527
2025-07-03T01:17:30.511909+00:00,126,NONE,1750267807839,14d 7h 47m,20627,43,248190,1079185,1042312
2025-07-03T01:32:48.437055+00:00,126,NONE,1750267807839,14d 8h 2m,20642,43,248288,1079845,1043038
2025-07-03T01:48:04.966260+00:00,126,NONE,1750267807839,14d 8h 17m,20657,43,248396,1080657,1043910
2025-07-03T02:03:22.069018+00:00,126,NONE,1750267807839,14d 8h 33m,20673,43,248490,1081387,1044575
2025-07-03T02:18:38.477557+00:00,126,NONE,1750267807839,14d 8h 48m,20688,43,248659,1082390,1045478
2025-07-03T02:33:56.362816+00:00,126,NONE,1750267807839,14d 9h 3m,20703,43,248767,1083101,1046153
2025-07-03T02:49:36.509894+00:00,126,NONE,1750267807839,14d 9h 19m,20719,43,248878,1083771,1046710
2025-07-03T03:05:15.816154+00:00,126,NONE,1750267807839,14d 9h 35m,20735,43,249014,1084516,1047387
2025-07-03T03:21:09.643611+00:00,126,NONE,1750267807839,14d 9h 51m,20751,43,249137,1085070,1047823
2025-07-03T03:36:26.696719+00:00,126,NONE,1750267807839,14d 10h 6m,20766,43,249289,1085694,1048343
2025-07-03T03:51:43.556591+00:00,126,NONE,1750267807839,14d 10h 21m,20781,43,249367,1086181,1048776
2025-07-03T04:07:00.588774+00:00,126,NONE,1750267807839,14d 10h 36m,20796,43,249454,1086740,1049178
2025-07-03T04:22:18.689058+00:00,126,NONE,1750267807839,14d 10h 52m,20812,43,249539,1087331,1049580
2025-07-03T04:37:35.954426+00:00,126,NONE,1750267807839,14d 11h 7m,20827,43,249626,1087721,1049908
2025-07-03T04:52:53.456445+00:00,126,NONE,1750267807839,14d 11h 22m,20842,43,249717,1088210,1050401
2025-07-03T05:08:11.391570+00:00,126,NONE,1750267807839,14d 11h 38m,20858,43,249786,1088722,1050729
2025-07-03T05:23:27.949140+00:00,126,NONE,1750267807839,14d 11h 53m,20873,43,249848,1089126,1051110
2025-07-03T05:38:45.440664+00:00,126,NONE,1750267807839,14d 12h 8m,20888,43,249904,1089555,1051548
2025-07-03T05:54:02.312077+00:00,126,NONE,1750267807839,14d 12h 23m,20903,43,249960,1089970,1051900
2025-07-03T06:09:20.507760+00:00,126,NONE,1750267807839,14d 12h 39m,20919,43,250016,1090585,1052293
2025-07-03T06:24:37.171884+00:00,126,NONE,1750267807839,14d 12h 54m,20934,43,250088,1091032,1052689
2025-07-03T06:39:56.372826+00:00,126,NONE,1750267807839,14d 13h 9m,20949,43,250158,1091400,1053139
2025-07-03T06:55:13.156385+00:00,126,NONE,1750267807839,14d 13h 25m,20965,43,250212,1091786,1053463
2025-07-03T07:10:30.127642+00:00,126,NONE,1750267807839,14d 13h 40m,20980,43,250273,1092278,1053853
2025-07-03T07:25:47.668087+00:00,126,NONE,1750267807839,14d 13h 55m,20995,43,250327,1092741,1054149
2025-07-03T07:41:04.399834+00:00,126,NONE,1750267807839,14d 14h 10m,21010,43,250383,1093050,1054461
2025-07-03T07:56:21.032049+00:00,126,NONE,1750267807839,14d 14h 26m,21026,43,250425,1093515,1054825
2025-07-03T08:11:38.339647+00:00,126,NONE,1750267807839,14d 14h 41m,21041,43,250469,1093880,1055155
2025-07-03T08:26:55.596615+00:00,126,NONE,1750267807839,14d 14h 56m,21056,43,250536,1094214,1055458
2025-07-03T08:42:12.370557+00:00,126,NONE,1750267807839,14d 15h 12m,21072,43,250602,1094575,1055809
2025-07-03T08:57:29.078631+00:00,126,NONE,1750267807839,14d 15h 27m,21087,43,250659,1094932,1056174
2025-07-03T09:12:46.400491+00:00,126,NONE,1750267807839,14d 15h 42m,21102,43,250722,1095238,1056473
2025-07-03T09:28:04.347593+00:00,126,NONE,1750267807839,14d 15h 57m,21117,43,250790,1095628,1056826
2025-07-03T09:43:20.824416+00:00,126,NONE,1750267807839,14d 16h 13m,21133,43,250848,1096064,1057171
2025-07-03T09:58:37.909155+00:00,126,NONE,1750267807839,14d 16h 28m,21148,43,250931,1096485,1057574
2025-07-03T10:14:02.450657+00:00,126,NONE,1750267807839,14d 16h 43m,21163,43,251003,1096777,1057902
2025-07-03T10:29:20.626024+00:00,126,NONE,1750267807839,14d 16h 59m,21179,43,251090,1097057,1058254
2025-07-03T10:44:37.580482+00:00,126,NONE,1750267807839,14d 17h 14m,21194,43,251165,1097425,1058668
2025-07-03T10:59:55.284551+00:00,126,NONE,1750267807839,14d 17h 29m,21209,43,251236,1097779,1059009
2025-07-03T11:15:12.875991+00:00,126,NONE,1750267807839,14d 17h 45m,21225,43,251313,1098294,1059435
2025-07-03T11:30:31.369404+00:00,126,NONE,1750267807839,14d 18h 0m,21240,43,251375,1098731,1059824
2025-07-03T11:45:50.030281+00:00,126,NONE,1750267807839,14d 18h 15m,21255,43,251441,1099198,1060247
